question,answers,context
Kogo według przysłowia Pan Bóg strzeże?,['strzeżonego'],"Kontekst: W polskiej kulturze istnieje wiele przysłów, które odzwierciedlają tradycyjne wartości i wierzenia. Jednym z popularnych powiedzeń jest związane z opieką boską i ochroną, która ma chronić ludzi w codziennym życiu. Przysłowie to często służy przypomnieniu, że ci, którzy zachowują ostrożność i przestrzegają zasad, mają większe szanse na uniknięcie niebezpieczeństw. 

Pytanie: Kogo według przysłowia Pan Bóg strzeże?"
Jak w państwie krzyżackim nazywał się zarządca okręgu złożonego z jednego albo kilku zamków i przyległego terytorium?,['komtur'],"Kontekst: W średniowiecznym państwie zakonu krzyżackiego terytorium było podzielone na mniejsze jednostki administracyjne, które składały się z jednego lub kilku zamków oraz otaczających je ziem. Każdą taką jednostką zarządzała wyznaczona osoba, odpowiedzialna za administrację, obronę i pobór podatków na danym obszarze. Funkcja ta była kluczowa dla utrzymania porządku i zarządzania majątkiem zakonu na poziomie lokalnym. 

Pytanie: Jak w państwie krzyżackim nazywał się zarządca okręgu złożonego z jednego albo kilku zamków i przyległego terytorium?"
Do którego morza uchodzi Tamiza?,['do Morza Północnego'],"Kontekst: Tamiza jest jedną z najważniejszych rzek w Anglii, przepływa przez Londyn i uchodzi do morza na południowym wschodzie kraju. Region ten graniczy z Morzem Północnym."
Czy setery to rasa psów myśliwskich?,['tak'],"Kontekst: Setery to psy, które tradycyjnie były wykorzystywane przez myśliwych podczas polowań na ptactwo. Ich zadaniem było wyszukiwanie i wskazywanie miejsc, gdzie znajdują się ptaki, dzięki czemu myśliwi mogli łatwiej je upolować. Ze względu na te cechy, setery należą do ras psów myśliwskich."
Przez który ocean przepływa Golfsztrom?,"['przez Ocean Atlantycki', 'przez Atlantyk']","Kontekst: Golfsztrom to silny, ciepły prąd morski, który zaczyna się na Florydzie i płynie wzdłuż wschodniego wybrzeża Ameryki Północnej, a następnie kieruje się ku Europie. Jest to jeden z najbardziej znanych prądów oceanicznych, który odgrywa kluczową rolę w kształtowaniu klimatu na obszarach przybrzeżnych. Prąd ten przepływa przez Ocean Atlantycki."
Jak z niemieckiego nazywamy żeglowanie pod wiatr?,['halsowanie'],"Kontekst: W żeglarstwie istnieje wiele terminów opisujących różne kursy względem wiatru. Gdy żeglujemy w kierunku, z którego wieje wiatr, nie możemy płynąć bezpośrednio pod wiatr, dlatego stosuje się specjalne techniki i nazwy dla tych manewrów. W języku polskim określamy to jako ""żeglowanie pod wiatr"" lub ""baksztag"". Jak natomiast nazywa się to po niemiecku?"
W którym akcie prawnym określona jest stolica Polski?,['w konstytucji'],"Kontekst: W Polsce stolica jest ustalana i regulowana przez przepisy prawa. Formalne określenie, która miejscowość pełni funkcję stolicy państwa, znajduje się w konkretnym akcie prawnym regulującym organizację ustrojową państwa oraz kwestie dotyczące miasta stołecznego. Aby odpowiedzieć na pytanie o akt prawny, w którym określona jest stolica Polski, należy wskazać dokument prawny, który oficjalnie wskazuje Warszawę jako stolicę kraju."
Jak nazywa się przedmiot do pomiaru długości i częstotliwości fali elektromagnetycznej?,['falomierz'],"Kontekst: W fizyce, podczas badania fal elektromagnetycznych, korzysta się z różnych narzędzi mierzących ich podstawowe parametry, takie jak długość fali oraz częstotliwość. Do dokładnego pomiaru długości fal stosuje się specjalistyczne urządzenia, które potrafią także określić częstotliwość tych fal. Jednym z takich przyrządów jest przyrząd używany zarówno w optyce, jak i w radioelektronice, służący do analizy właściwości fal elektromagnetycznych.

Pytanie: Jak nazywa się przedmiot do pomiaru długości i częstotliwości fali elektromagnetycznej?"
"Etna, Stromboli, Tambora – który wulkan nie wznosi się we Włoszech?",['Tambora'],"Kontekst: Wszystkie wymienione wulkany to znane góry wulkaniczne. Etna i Stromboli to dwa czynne wulkany położone we Włoszech, na Sycylii oraz na jednej z Wysp Eolskich. Tambora natomiast jest wulkanem indonezyjskim, znanym z ogromnej erupcji w 1815 roku."
Glonojady są rybami czy ślimakami?,['rybami'],"Kontekst: Glonojady to popularne zwierzęta akwariowe znane z tego, że żywią się glonami. Są to ryby, które mają przystosowania umożliwiające im zeskrobywanie glonów z powierzchni roślin, kamieni i szyb akwarium. W przeciwieństwie do ślimaków, które również mogą zjadać glony, glonojady poruszają się płynnie i mają charakterystyczne płetwy oraz łuski."
Jak nazywają się rdzenni mieszkańcy Papui Nowej Gwinei?,['Papuasi'],"Kontekst: Papua Nowa Gwinea jest krajem położonym na wyspie Nowa Gwinea oraz pobliskich wyspach, zamieszkiwanym przez różnorodne grupy etniczne, które są uważane za rdzennych mieszkańców tego obszaru. Rdzenne społeczności tego regionu charakteryzują się bogatą kulturą i unikalnymi tradycjami.  

Pytanie: Jak nazywają się rdzenni mieszkańcy Papui Nowej Gwinei?"
Mówić komuś całą prawdę – to grać w jakie karty?,['w otwarte'],"Kontekst: W języku polskim istnieje powiedzenie, że jeśli ktoś mówi całą prawdę, to ""gra w otwarte karty"". Oznacza to, że jest szczery, nie ukrywa niczego i jest całkowicie uczciwy w danej sytuacji.  
Pytanie: Mówić komuś całą prawdę – to grać w jakie karty?"
Czy rzeka Rodan przepływa przez Szwajcarię?,['tak'],"Kontekst: Rzeka Rodan jest jedną z głównych rzek Europy, która ma swoje źródła w Alpach Szwajcarskich, a następnie przepływa przez różne regiony zanim wpada do Morza Śródziemnego. Większa część jej początkowego biegu znajduje się na terenie Szwajcarii."
Czarnogłówki to rasa których zwierząt?,['owiec'],"Kontekst: Czarnogłówki to popularna rasa owiec, która wywodzi się z Afryki i jest hodowana głównie ze względu na mięso oraz wełnę. Charakteryzuje się czarną głową i białym tułowiem, co czyni ją łatwo rozpoznawalną."
Z jakich wyrobów użytkowych i artystycznych zasłynął Ćmielów?,['z porcelany'],"Kontekst: Ćmielów to miasto w Polsce znane przede wszystkim z produkcji wysokiej jakości porcelany. Od XIX wieku w Ćmielowie działały fabryki porcelany, które wypracowały renomę dzięki wyrobom użytkowym, takim jak serwisy obiadowe, filiżanki, talerze, a także eleganckim, dekoracyjnym przedmiotom artystycznym, w tym figurkom i unikatowym zdobieniom ceramicznym. Ćmielów stał się synonimem porcelany łączącej tradycję z artystycznym wzornictwem."
"Czego był pełna rzeka, o której śnił kotek w wierszu Tuwima?",['mleka'],"Kontekst: W wierszu Juliana Tuwima „Rzepka” kotek miał bardzo ciekawy sen. Śniło mu się, że rzeka była pełna czegoś zupełnie niespodziewanego i zabawnego, co wywołało u niego duże zdziwienie i radość.

Pytanie: Czego był pełna rzeka, o której śnił kotek w wierszu Tuwima?"
Z którego języka pochodzi termin „surrealizm”?,['z francuskiego'],"Kontekst: Surrealizm to awangardowy ruch artystyczny i literacki, który powstał na początku XX wieku, szczególnie związany z ekspresją nieświadomości, marzeń i irracjonalności. Termin ten został ukuty przez André Bretona, francuskiego poety i teoretyka sztuki, który był jednym z głównych inicjatorów tego ruchu. Język, w którym powstała większość manifestów i dzieł surrealistów, to język francuski."
Który reżyser otrzymał trzy Oscary za najlepszy film nieanglojęzyczny?,['Ingmar Bergman'],"Kontekst: W historii ceremonii wręczenia Oscarów, nagroda za najlepszy film nieanglojęzyczny (obecnie nazywana Nagrodą dla Najlepszego Filmu Międzynarodowego) jest przyznawana reżyserowi filmu z kraju spoza krajów anglojęzycznych. Wielu reżyserów zdobyło tę nagrodę, jednak tylko jeden z nich otrzymał ją aż trzykrotnie za różne filmy. 

Pytanie: Który reżyser otrzymał trzy Oscary za najlepszy film nieanglojęzyczny?"
Który znany utwór polskiego oświecenia nosi podtytuł „czyli wojna Mnichów”?,['Monachomachia'],"Kontekst: W okresie polskiego oświecenia powstało wiele ważnych dzieł literackich, które często satyrycznie komentowały ówczesne wydarzenia polityczne i społeczne. Jednym z takich utworów jest poemat satyryczny opisujący konflikt między zwolennikami różnorodnych stowarzyszeń i frakcji, nawiązujący do wojny mnichów, co symbolizowało bezsensowne spory i walki. Ten utwór jest znany ze swojego podtytułu „czyli wojna Mnichów”.

Pytanie: Który znany utwór polskiego oświecenia nosi podtytuł „czyli wojna Mnichów”?"
Proszę podać dokładną datę radzieckiej agresji na Polskę w czasie II wojny światowej.,['17 września 1939'],"Kontekst: We wrześniu 1939 roku Polska została zaatakowana przez dwa państwa totalitarne – Niemcy od zachodu 1 września oraz Związek Radziecki od wschodu. Atak radziecki miał miejsce kilka tygodni po rozpoczęciu niemieckiej inwazji, co doprowadziło do podziału Polski zgodnie z tajnym protokołem paktu Ribbentrop-Mołotow między oboma agresorami. 

Pytanie: Proszę podać dokładną datę radzieckiej agresji na Polskę w czasie II wojny światowej."
Na terenie którego województwa leży Kampinoski Park Narodowy?,['mazowieckiego'],"Kontekst: Kampinoski Park Narodowy to jeden z najważniejszych parków narodowych w centralnej Polsce, położony na terenie województwa mazowieckiego, niedaleko Warszawy. Park ten obejmuje obszary leśne, łąki i torfowiska, stanowiące ważne naturalne siedliska dla wielu gatunków roślin i zwierząt."
Wirtuozem którego instrumentu jest Tomasz Stańko?,['trąbki'],"Kontekst: Tomasz Stańko był znanym polskim muzykiem jazzowym, który zasłynął przede wszystkim jako wybitny trębacz. Jego styl gry i kompozycje miały znaczący wpływ na rozwój jazzu w Polsce i na świecie."
W której europejskiej stolicy znajdują się Pola Elizejskie?,['w Paryżu'],"Kontekst: Pola Elizejskie to najsłynniejsza aleja w stolicy Francji, znana z eleganckich sklepów, kawiarni oraz historycznych miejsc. Ta reprezentacyjna ulica znajduje się w jednym z najbardziej rozpoznawalnych europejskich miast, słynącym z Wieży Eiffla i Luwru. 

W związku z tym pytanie: W której europejskiej stolicy znajdują się Pola Elizejskie?"
Według jakiej własności są poszeregowane pierwiastki w układzie Mendelejewa?,['liczby atomowej'],"Kontekst: Układ okresowy pierwiastków, zwany układem Mendelejewa, jest uporządkowaną tabelą, w której pierwiastki chemiczne zostały ułożone w taki sposób, aby uwzględnić ich podobieństwa chemiczne i fizyczne. Pierwiastki w tabeli są umieszczone w kolejności rosnącej liczby atomowej, co oznacza, że od lewej do prawej i od góry do dołu liczba protonów w jądrze atomu wzrasta. To uporządkowanie pozwala na przewidywanie właściwości chemicznych pierwiastków na podstawie ich położenia w układzie.  

Pytanie: Według jakiej własności są poszeregowane pierwiastki w układzie Mendelejewa?"
W którym wieku wybudowano Kanał Koryncki?,"['w XIX', '19']","Kontekst: Kanał Koryncki to sztuczny kanał wodny w Grecji, który łączy Morze Egejskie z Zatoką Koryncką. Jego budowa rozpoczęła się w XIX wieku jako projekt mający na celu ułatwienie żeglugi i skrócenie drogi morskiej, omijając konieczność opływania Peloponezu. Kanał został ukończony pod koniec XIX wieku i od tego czasu służy statkom przepływającym między Morzem Egejskim a Morzem Jońskim.

Pytanie: W którym wieku wybudowano Kanał Koryncki?"
W którym mieście odbywały się sądy skorupkowe?,['w Atenach'],"Kontekst: W średniowieczu w Polsce istniała instytucja tzw. sądów skorupkowych, które odbywały się w określonym mieście i zajmowały się rozstrzyganiem sporów między obywatelami oraz rozpatrywaniem drobnych przestępstw. Były to lokalne sądy miejskie, które miały swoją nazwę od charakterystycznej skorupy, czyli glinianego naczynia, które używano do wyciągania losów podczas rozpraw sądowych. 

Pytanie: W którym mieście odbywały się sądy skorupkowe?"
Jak nazywa się program informacyjny nadawany na pierwszym programie codziennie o 19.30?,['„Wiadomości”'],"Kontekst: W Polsce na antenie Telewizji Polskiej, pierwszy program TVP1, codziennie o godzinie 19:30 jest nadawany główny program informacyjny, który omawia najważniejsze wydarzenia dnia z kraju i ze świata. Ten program cieszy się dużą popularnością i jest jednym z flagowych programów informacyjnych nadawcy publicznego."
Które dwa zasadnicze style rozróżnia się w zapasach?,"['klasyczny i wolny', 'wolny i klasyczny']","Kontekst: Zapasy to sport walki, w którym zawodnicy rywalizują na macie, starając się przewrócić przeciwnika i utrzymać go na ziemi. Istnieją różne techniki i metody walki stosowane w zapasach, które zależą od zasad danej dyscypliny. W zależności od stylu walki, różnią się dozwolone chwyty oraz sposób punktacji i zdobywania przewagi nad przeciwnikiem. W zapasach najczęściej wyróżnia się dwa główne style, które różnią się technikami i przepisami."
W którym roku Wanda Rutkiewicz jako pierwsza Europejka zdobyła Mount Everest?,['w 1978'],"Kontekst: Wanda Rutkiewicz była wybitną polską himalaistką i jedną z najwybitniejszych alpinistek świata. W 1978 roku jako pierwsza Europejka stanęła na szczycie Mount Everestu, najważniejszego i najwyższego szczytu na Ziemi, co było ogromnym sukcesem w historii wspinaczki wysokogórskiej."
W którym państwie znajdował się Szczecin w 1938 roku?,['w Niemczech'],"Kontekst: W 1938 roku Szczecin, znany wtedy pod nazwą Stettin, był częścią Niemiec. Miasto było jednym z ważnych portów i ośrodków przemysłowych w Prusach Zachodnich, które stanowiły część II Rzeszy Niemieckiej przed wybuchem II wojny światowej. Po zakończeniu wojny, na mocy ustaleń konferencji poczdamskiej, Szczecin został przekazany Polsce."
Na którym kontynencie żyje szop pracz?,['w Ameryce Północnej'],"Kontekst: Szop pracz jest znany ze swojego charakterystycznego wyglądu z maską na twarzy i pierścieniowatym ogonem. Jest zwierzęciem typowym dla Ameryki Północnej, gdzie zamieszkuje lasy, tereny podmiejskie oraz parki. Występuje przede wszystkim w Stanach Zjednoczonych, Kanadzie oraz Meksyku."
Ilu zawodników liczy drużyna piłki wodnej?,"['siedmiu', '7']","Kontekst: W piłce wodnej każda drużyna składa się z głównego składu zawodników, którzy przebywają w wodzie podczas meczu, oraz ewentualnych rezerwowych na ławce. Standardowa liczba zawodników biorących udział jednocześnie w grze w jednej drużynie wynosi określoną liczbę. 

Pytanie: Ilu zawodników liczy drużyna piłki wodnej?"
Czy kosarze i korsarze to to samo?,['nie'],"Kontekst: Kosarze to osoby, które zajmują się zbieraniem trawy lub siana za pomocą kosy, czyli narzędzia rolniczego. Korsarze natomiast to piraci z czasów dawnych, którzy atakowali statki na morzu w celach rabunkowych. Mimo podobieństwa brzmienia tych słów, ich znaczenia są zupełnie różne."
Ile gwiazd widnieje na fladze Kuby?,"['jedna', '1']","Kontekst: Flaga Kuby składa się z pięciu poziomych pasów w kolorach niebieskim i białym oraz czerwonego trójkąta na lewym brzegu, na którym znajduje się jedna biała gwiazda."
Kogo według przysłowia nie należy wywoływać z lasu?,['wilka'],"Kontekst: W polskiej kulturze i mądrości ludowej istnieje wiele przysłów, które przestrzegają przed niepotrzebnym wywoływaniem kłopotów czy przyciąganiem niepożądanej uwagi. Jedno z takich przysłów mówi o tym, że pewne osoby lub problemy lepiej pozostawić w spokoju, zamiast je „wywoływać z lasu”, ponieważ mogą przynieść nieprzyjemne konsekwencje. Pytanie odnosi się do tego właśnie powiedzenia i zawiera morał, by nie prowokować niebezpiecznych lub kłopotliwych sytuacji."
Czy kanał Augustowski jest dłuższy niż 100 km?,['tak'],"Kontekst: Kanał Augustowski jest ważnym kanałem żeglugowym w Polsce, który łączy rzeki Biebrzę i Niemen. Jego długość wynosi około 102 km, co czyni go jednym z dłuższych kanałów w kraju."
W jakich górach w Polsce znajdują się złoża marmuru?,['w Sudetach'],"Kontekst: W Polsce marmur występuje głównie w Karkonoszach, które są częścią Sudetów. To właśnie tam znajdują się najważniejsze złoża tego surowca, wykorzystywanego m.in. w budownictwie i rzeźbiarstwie."
"Jak nazywa się drzewo z rodziny sosnowatych, które zrzuca igły na zimę?",['modrzew'],"Kontekst: Wiele drzew iglastych zwykle zachowuje swoje igły przez cały rok, jednak istnieje jedno wyjątkowe drzewo z rodziny sosnowatych, które na zimę zrzuca swoje igły, dzięki czemu nowa zieleń pojawia się dopiero na wiosnę. To drzewo nazywa się modrzew."
Kto oprócz Mozarta i Beethovena należał do trójki klasyków wiedeńskich?,['Haydn'],"Kontekst: W historii muzyki klasycznej trójka klasyków wiedeńskich to grupa trzech wybitnych kompozytorów okresu klasycyzmu, którzy mieli ogromny wpływ na rozwój muzyki symfonicznej i kameralnej. Do najważniejszych postaci tego nurtu zaliczają się Wolfgang Amadeusz Mozart i Ludwig van Beethoven. Trzecim członkiem tego prestiżowego grona jest inny znany kompozytor działający głównie w Wiedniu. 

Pytanie: Kto oprócz Mozarta i Beethovena należał do trójki klasyków wiedeńskich?"
Czy istnieją czarne łabędzie?,['tak'],"Kontekst: Łabędzie to duże ptaki wodne, które występują w różnych częściach świata. W większości regionów Europy i Ameryki Północnej łabędzie mają białe upierzenie, jednak w Australii występuje gatunek łabędzia, który ma całkowicie czarne pióra. Ten łabędź jest dobrze znany jako „czarny łabędź”."
Jaki kolor ma stoliczek w dziecięcej wyliczance „Entliczek pentliczek”?,['czerwony'],"Kontekst: W popularnej polskiej dziecięcej wyliczance pt. „Entliczek pentliczek” pojawia się opis stolika, który ma charakterystyczny, łatwy do zapamiętania kolor. W tekście wyliczanki stolik jest określony jako mający kolor czerwony, co pomaga dzieciom szybko zapamiętać kolejne wersy zabawy."
Jak nazywa się czterokrotny mistrz olimpijski w chodzie?,['Robert Korzeniowski'],"Kontekst: Chód sportowy to dyscyplina lekkoatletyczna, w której zawodnicy muszą utrzymywać kontakt stopy z podłożem oraz prostować nogę podczas kroku. W historii igrzysk olimpijskich wyróżnia się czterokrotny mistrz olimpijski w tej dyscyplinie, znany z wyjątkowej techniki i licznych zwycięstw na dystansach chodu."
Do ilu razy sztuka według przysłowia?,"['do trzech', '3']","Kontekst: W języku polskim istnieje przysłowie, które sugeruje, że jeśli coś za pierwszym lub drugim razem się nie uda, to warto próbować dalej, ponieważ często dopiero kolejna próba kończy się sukcesem. Mówi ono, że czasem trzeba wykonać czynność trzykrotnie, aby osiągnąć zamierzony efekt."
"Która część twarzy Pinokia zmieniała wygląd, gdy kłamał?",['nos'],"Kontekst: Pinokio to drewniany chłopiec z włoskiej baśni, który znany jest z tego, że jego nos rośnie za każdym razem, gdy mówi nieprawdę. W historii Pinokia nos jest symbolem kłamstwa i jest jedyną częścią jego twarzy, która zmienia swój wygląd, gdy kłamie."
Gibraltar jest terytorium zamorskim którego kraju?,['Wielkiej Brytanii'],"Kontekst: Gibraltar to niewielkie terytorium położone na południowym krańcu Półwyspu Iberyjskiego, nad Cieśniną Gibraltarską, która łączy Ocean Atlantycki z Morzem Śródziemnym. Jest znany z charakterystycznej skały Gibraltarskiej oraz strategicznego położenia. Gibraltar jest terytorium zamorskim Wielkiej Brytanii, co oznacza, że mimo swojego położenia geograficznego w Europie kontynentalnej pozostaje pod suwerenną kontrolą Zjednoczonego Królestwa."
Na którym oceanie leży wyspa Cejlon?,['na Oceanie Indyjskim'],"Kontekst: Wyspa Cejlon, znana dzisiaj jako Sri Lanka, znajduje się na południe od subkontynentu indyjskiego. Jest otoczona wodami jednego z największych oceanów świata, który rozciąga się wzdłuż wschodnich i południowych wybrzeży Indii oraz południowo-zachodnich wybrzeży Azji i Australii. 

Pytanie: Na którym oceanie leży wyspa Cejlon?"
W ilu polskich miastach są dwie linie metra?,"['w żadnym', '0']","Kontekst: W Polsce jedynym miastem, które posiada system metra, jest Warszawa. W Warszawie funkcjonują dwie linie metra: linia M1 i linia M2. Inne polskie miasta nie mają metra ani żadnych linii metra.

Pytanie: W ilu polskich miastach są dwie linie metra?"
W jakim języku tworzyli Horacy i Wergiliusz?,"['po łacinie', 'łacińskim']","Kontekst: Horacy i Wergiliusz to starożytni poeci rzymscy, którzy żyli w I wieku p.n.e. i tworzyli swoje dzieła w okresie Republiki Rzymskiej oraz początku Cesarstwa Rzymskiego. Ich twórczość została spisana w języku, który był językiem urzędowym i literackim starożytnego Rzymu."
Który król izraelski zdobył w X w. p.n.e. Jerozolimę?,['Dawid'],"Kontekst: W X wieku p.n.e. w historii starożytnego Izraela panował król Dawid, który jest znany z jednoczenia plemion izraelskich oraz zdobycia Jerozolimy, czyniąc ją stolicą swojego królestwa. Było to ważne wydarzenie, ponieważ Jerozolima stała się centrum politycznym i religijnym Izraela."
Czy muszkiet był zaliczany do broni białej?,['nie'],"Kontekst: W historii uzbrojenia broń dzieliła się na broń palną oraz broń białą. Broń biała to tradycyjna broń, którą używano do walki w zwarciu, taka jak miecze, szpady, włócznie czy halabardy. Broń palna natomiast to rodzaj broni, która wykorzystuje proch strzelniczy do wystrzeliwania pocisków, na przykład pistolety, karabiny oraz muszkiety. Muszkiet, jako jeden z pierwszych typów karabinów używanych w XVII wieku, stanowił broń palną, a nie broń białą."
Kto jest autorem obrazu „Zawieszenie dzwonu Zygmunta”?,['Jan Matejko'],"Kontekst: „Zawieszenie dzwonu Zygmunta” to jeden z najsłynniejszych obrazów polskiego malarza Jana Matejki, który specjalizował się w przedstawianiu ważnych wydarzeń historycznych Polski. Obraz ten ukazuje scenę z XVI wieku związaną z zawieszeniem dzwonu Zygmunta na katedrze na Wawelu.  

Pytanie: Kto jest autorem obrazu „Zawieszenie dzwonu Zygmunta”?"
Jak nazywa się znaczący wzrost wartości papierów wartościowych na giełdzie?,['hossa'],"Kontekst: Na rynku kapitałowym, gdy ceny akcji lub innych papierów wartościowych systematycznie rosną przez dłuższy czas, inwestorzy mówią o zjawisku, które sygnalizuje pozytywne nastroje i wzrost zaufania do gospodarki. Tego rodzaju trend rynkowy często nazywany jest odpowiednim terminem."
Czy Julian Ursyn Niemcewicz brał udział w powstaniu Kościuszkowskim?,['tak'],"Kontekst: Julian Ursyn Niemcewicz był polskim pisarzem, politykiem i działaczem narodowym żyjącym w okresie końca XVIII wieku. Aktywnie wspierał idee wolnościowe i niepodległościowe w Polsce. W czasie powstania Kościuszkowskiego w 1794 roku zaangażował się w działalność patriotyczną, współpracując z Tadeuszem Kościuszką i wspierając walkę przeciwko zaborcom."
Jak z niemieckiego nazywa się dobre wychowanie?,['kindersztuba'],"Kontekst: W języku niemieckim istnieje wiele słów związanych z zachowaniem i manierami. Jednym z najważniejszych terminów opisujących dobre zachowanie w kontaktach społecznych jest słowo określające „dobre wychowanie”, czyli uprzejmość, manierę i kulturę osobistą."
Do którego państwa należy Korsyka?,['do Francji'],"Korsyka to wyspa na Morzu Śródziemnym, położona na południe od Francji i na północny zachód od Włoch. Jest jedną z francuskich regionów i departamentów zamorskich, znaną z pięknych krajobrazów, gór oraz bogatej historii. Największym miastem i stolicą Korsyki jest Ajaccio, miejsce urodzenia Napoleona Bonaparte.  

Pytanie: Do którego państwa należy Korsyka?"
Co poza główką jest szkolną wymówką?,['paluszek'],"Kontekst: W środowisku szkolnym uczniowie często wymyślają różne wymówki, aby uniknąć odpowiedzi na lekcji lub nie odrobić zadania domowego. Jedną z popularnych wymówek, która jest często kojarzona z tłumaczeniem się bólem głowy, jest „ból pleców” lub „ból brzucha”. Tym samym, oprócz „główki” (ból głowy), inną szkolną wymówką może być właśnie ból innej części ciała.

Pytanie: Co poza główką jest szkolną wymówką?"
W którym mieście ma siedzibę klub studencki Hybrydy?,['w Warszawie'],"Kontekst: Klub studencki Hybrydy jest popularnym miejscem spotkań młodzieży akademickiej i znajduje się na terenie Warszawy, stolicy Polski. Jest to znane miejsce organizujące różnorodne wydarzenia kulturalne, koncerty oraz imprezy tematyczne dla studentów uczelni warszawskich. 

Pytanie: W którym mieście ma siedzibę klub studencki Hybrydy?"
Jaką nazwę nosi ogół drobnych organizmów wodnych unoszących się biernie w toni oceanów i mórz?,['plankton'],"Kontekst: W ekosystemach wodnych, szczególnie w oceanach i morzach, istnieje wiele drobnych organizmów, które nie potrafią aktywnie pływać, lecz utrzymują się w wodzie dzięki prądom i falom. Organizmy te stanowią podstawę łańcucha pokarmowego, dostarczając pokarm dla licznych gatunków ryb, planktonożernych zwierząt oraz innych morskich stworzeń. Ogół tych organizmów, zarówno roślinnych, jak i zwierzęcych, unosi się w toni wodnej i jest nazywany planktonem."
Na szczycie której góry Kordian wygłasza swój monolog?,['Mont Blanc'],"Kontekst: ""Kordian"" to dramat romantyczny autorstwa Juliusza Słowackiego, w którym główny bohater, młody szlachcic Kordian, przeżywa wewnętrzne rozterki i podejmuje decyzję o zamachu na cara. W jednej ze scen Kordian wspina się na najwyższy szczyt Polski, aby zastanowić się nad swoim losem i zadać sobie egzystencjalne pytania. To właśnie tam wygłasza swój słynny monolog."
„Pancernik Potiomkin” to film niemy czy dźwiękowy?,['niemy'],"Kontekst: „Pancernik Potiomkin” to słynny radziecki film historyczny z 1925 roku, wyreżyserowany przez Siergieja Eisensteina. Powstał w epoce kina niemego, zanim w powszechnym użyciu znalazły się filmy dźwiękowe."
Jakie obecne państwo zwane było kiedyś Związkiem Południowej Afryki?,"['Republika Południowej Afryki', 'RPA']","Kontekst: Związek Południowej Afryki był oficjalną nazwą państwa istniejącego od 1910 do 1961 roku, które powstało z połączenia kilku kolonii brytyjskich i burbońskich na południu kontynentu afrykańskiego. Po 1961 roku państwo to zmieniło nazwę na Republikę Południowej Afryki."
Który pedał w fortepianie służy do przedłużania dźwięków?,['prawy'],"Kontekst: Fortepian posiada trzy pedały, z których każdy pełni inną funkcję. Prawy pedał, zwany pedałem sustain (lub pedałem przedłużania dźwięku), powoduje unoszenie tłumików z strun, co sprawia, że dźwięki brzmią dłużej po zwolnieniu klawiszy. Środkowy pedał ma różne funkcje w zależności od instrumentu, a lewy pedał służy do zmniejszania głośności dźwięku."
Jak z łaciny nazywa się prawo do zerwania Sejmu przez jednego posła?,['liberum veto'],"Kontekst: W systemie parlamentarnym, zwłaszcza w kontekście historii i terminologii prawnej pochodzącej z łaciny, istnieją różne pojęcia określające uprawnienia posłów i zasady funkcjonowania parlamentu. Jednym z takich pojęć jest prawo przysługujące pojedynczemu posłowi do zakończenia sesji lub rozwiązania Sejmu, które ma swoje źródło w terminologii łacińskiej stosowanej w dawnym prawie parlamentarnym. 

Pytanie: Jak z łaciny nazywa się prawo do zerwania Sejmu przez jednego posła?"
Jak nazywał się pas umocnień zbudowany po I wojnie światowej w północno-wschodniej Francji?,"['Linia Maginota', 'linia Zygfryda']","Kontekst: Po I wojnie światowej Francja zdecydowała się na budowę systemu obronnego mającego na celu zabezpieczenie kraju przed ewentualnym atakiem ze strony Niemiec. W północno-wschodniej Francji powstał rozległy pas umocnień wojskowych, który składał się z twierdz, bunkrów, schronów i innych fortyfikacji. Ten system obronny był najsłynniejszym i najnowocześniejszym projektem militarnym tamtego okresu, zaprojektowanym, aby powstrzymać niemiecką ofensywę. 

Czyli:  
Jak nazywał się pas umocnień zbudowany po I wojnie światowej w północno-wschodniej Francji?"
Formikarium to pojemnik do obserwacji których zwierząt?,['mrówek'],"Kontekst: Formikarium to specjalny pojemnik lub miniaturowa kolonia używana do hodowli i obserwacji mrówek, umożliwiający badanie ich zachowań, budowy mrowiska oraz życia społecznego w kontrolowanych warunkach."
W którym roku zniesiono liberum veto?,['w 1791'],"Kontekst: Liberum veto było instytucją polskiego parlamentaryzmu w okresie Rzeczypospolitej szlacheckiej, która umożliwiała pojedynczemu posłowi unieważnienie wszystkich uchwał sejmu. Ta praktyka prowadziła do paraliżu decyzyjnego i była jednym z czynników osłabiających państwo. Zniesienie liberum veto miało na celu usprawnienie procesu legislacyjnego i umocnienie władzy centralnej. Liberum veto zostało oficjalnie zniesione podczas Sejmu Czteroletniego w 1791 roku w ramach Konstytucji 3 maja."
Ile cm sześciennych mieści się w metrze sześciennym?,"['milion', '1000000']","Kontekst: W układzie jednostek SI objętość mierzy się w metrach sześciennych (m³), a także często używa się centymetrów sześciennych (cm³). Znamy fakt, że 1 metr to 100 centymetrów, a objętość w jednostkach sześciennych przelicza się poprzez sześcian stosunku długości. Zatem, aby przeliczyć metry sześcienne na centymetry sześcienne, należy podnieść 100 cm do potęgi trzeciej."
